Método,Tamaño Trayectoria,Epsilon,Distancia Media (m),Distancia Máx (m),Desv. Estándar (m),Error Longitud (m),Error Dirección (rad),Hausdorff (m),Tiempo (s),Run
PivotSampling,908,2724,55.91062580999337,331.4617848450892,39.01428341119598,46706.798796701965,1.502276166572268,0.0025076511299864063,14.550140619277954,1
PivotSampling,908,2724,55.90846960252305,325.686150057331,39.39608247153417,44699.475840273146,1.4731163828066303,0.0015515002247967994,14.378515005111694,2
PivotSampling,908,2724,55.039972144058886,253.44354865908198,37.00867066066355,42226.4090456954,1.5080438548700168,0.0017039186667007558,20.89089298248291,3
PivotSampling,908,2724,56.67875780001619,311.4940990676347,40.0876093630757,44695.711171876814,1.5477697574907638,0.0017384388081332647,30.08716654777527,4
PivotSampling,908,2724,57.89813778041433,264.6442491785863,41.1784038141762,47710.22293682421,1.4623588018092726,0.0016210400189202185,29.807865381240845,5
PivotSampling,908,2724,56.099251942032495,201.345254717572,37.72917419069716,46737.170458141554,1.4763912255294025,0.0017639536000687312,30.225067853927612,6
PivotSampling,908,2724,54.99899889668332,259.2105042862428,38.31775792449729,44085.865119574475,1.4872358729753383,0.0019695981292329463,30.09606146812439,7
PivotSampling,908,2724,54.051747651498594,245.1262104548769,36.24785445156815,40821.73104058791,1.473403830411193,0.0015494962384356614,29.903709173202515,8
PivotSampling,908,2724,55.25211281978235,291.28677240446706,40.318377982486325,42999.7653810029,1.4559997953250452,0.0020256224122437174,30.92750120162964,9
PivotSampling,908,3178,50.9647454148549,223.617263695008,35.75774686936484,37799.50450654268,1.469199995347803,0.001464116755741756,22.273112297058105,0
PivotSampling,908,3178,50.70126680983749,223.45531395938846,34.062246171402165,37255.911013324876,1.4532547423881335,0.0021482685741793183,19.47341299057007,1
PivotSampling,908,3178,51.248887224566296,243.81205543358686,36.77648718626438,38910.75582834586,1.4801622041972216,0.0018710304834296683,15.425763607025146,2
PivotSampling,908,3178,52.42969494613179,272.1479956434319,37.176321961483495,39016.412976259715,1.476197033475229,0.0014799126108408782,14.880274534225464,3
PivotSampling,908,3178,50.367517744929614,266.95325990527573,36.15634111185956,35409.85959642241,1.4712712206052132,0.0027219624407941894,15.06542158126831,4
PivotSampling,908,3178,51.53654315370476,240.10231853286407,34.697119162140275,40344.975189634584,1.4853877629729604,0.0019087975494737669,16.514928340911865,5
PivotSampling,908,3178,51.1555253789421,211.12890372634783,34.440696754038214,38079.23461931499,1.4850155411736112,0.0015819117915217584,28.0744469165802,6
PivotSampling,908,3178,49.198511875471254,235.5872811993113,33.67091951702212,34005.28322249809,1.4215082037580986,0.0015360997385320968,15.595300674438477,7
PivotSampling,908,3178,50.75526691761491,230.30814309254825,34.318805107612626,40270.06749541415,1.4681531188370274,0.0013182239880393837,15.452175617218018,8
PivotSampling,908,3178,50.67049172293693,246.91955177390267,35.05015355743291,36212.664080159746,1.4253409971207602,0.0015402711060167147,16.294968128204346,9
PivotSampling,908,3632,45.08580349770525,186.01979094181158,29.338224086387292,31324.19878916972,1.3707946028307327,0.0011439604114415933,21.830075979232788,0
PivotSampling,908,3632,46.59013211676653,209.3905581024558,31.481669469137465,32438.08320960177,1.4010385091909758,0.0017218310872856202,52.616472005844116,1
PivotSampling,908,3632,45.469529126606766,198.53685147086338,30.443635524546913,31495.363771902048,1.4273348402738173,0.0012630210201315555,38.43850922584534,2
PivotSampling,908,3632,46.49811747218009,207.41043597089097,30.011833648623206,32959.51704866067,1.4225057924189202,0.0014726296294514634,29.218470335006714,3
PivotSampling,908,3632,44.581618349932334,171.35442189680546,28.943971562789972,33132.023589596385,1.4164901974641375,0.0014039901983130866,16.27318835258484,4
PivotSampling,908,3632,46.04562567078051,210.40095036550224,31.038547037328964,32262.55820083311,1.4170435235524612,0.0014155658169937306,15.24789834022522,5
PivotSampling,908,3632,46.41797005152862,187.22702609485145,30.34361885836642,29448.748011912976,1.3945236828434366,0.001041946332351633,27.598616123199463,6
PivotSampling,908,3632,47.250358574017,206.65673621004171,32.99036458763782,32357.694684319125,1.3749174342224573,0.0013966185714126172,29.909425735473633,7
PivotSampling,908,3632,47.76300230720163,190.19224756065924,31.803243423155365,32778.54143331172,1.3686192598048155,0.0017021043418643117,30.026885986328125,8
PivotSampling,908,3632,47.99536996502895,203.42074669886782,31.808685913526904,34063.58560870704,1.421935910112263,0.0015402711060167147,30.005946159362793,9
PivotSampling,908,4086,43.73043451748392,179.31378370952328,27.778250866915013,28377.52869490898,1.3462194981554083,0.001449400302192942,30.739147424697876,0
PivotSampling,908,4086,45.108643815889685,204.54529632978864,29.25194445774958,29514.76896186737,1.3753645319702306,0.0013182239880393837,30.665693998336792,1
PivotSampling,908,4086,43.67633650258866,210.09998868302006,29.262704538092546,26839.114329530807,1.376457274766181,0.001555316184338328,30.817504405975342,2
PivotSampling,908,4086,45.65017228361598,162.5144243587302,30.241836659562157,29518.230178920712,1.3483639368498987,0.0014671512048505628,31.5008647441864,3
PivotSampling,908,4086,44.29283245809936,174.9819519430929,29.05249102403235,28801.239291428523,1.3455402462499875,0.0014671512048505628,30.9852511882782,4
PivotSampling,908,4086,44.505874800042754,174.93298499829334,29.74778579084093,28570.841770165825,1.3569052384584728,0.0011439604114415933,30.54280138015747,5
PivotSampling,908,4086,44.819309915694504,242.08637708554687,30.2330521701446,29604.95601092835,1.3892426180123143,0.0010876309645245206,30.732406854629517,6
PivotSampling,908,4086,45.18427483905552,231.92597831149413,30.14566632978696,30077.509094477122,1.40310153577194,0.001449400302192942,30.61179828643799,7
PivotSampling,908,4086,45.06588749645481,204.79781361315523,29.18914870427288,29380.881491978755,1.355286224657716,0.0015195719824593176,16.688074588775635,8
PivotSampling,908,4086,44.66434201205887,163.86002811230037,29.111583123347586,28452.730714257974,1.35300380958279,0.001265014305776342,19.588000774383545,9
PivotSampling,908,4540,42.818515725899765,199.84131738042453,28.602624908043055,24291.39277396151,1.3731914145530415,0.0013966185714126172,31.007785081863403,0
PivotSampling,908,4540,42.12428121382045,161.51727418297511,26.415351452906197,24291.170361047356,1.3361376784050676,0.0014671512048505628,23.652600288391113,1
PivotSampling,908,4540,43.42015563108397,181.02192377459414,27.964920265224492,27645.528190209312,1.367344923774612,0.0013993121851020634,15.121105670928955,2
PivotSampling,908,4540,43.47953102102713,183.0155332262851,29.31084002828072,27216.48596662411,1.388973364159544,0.0017346814990075836,15.376668930053711,3
PivotSampling,908,4540,42.02142135525091,231.92597831149413,27.23215640512376,25374.473071329907,1.3667936731101689,0.0011966691549039378,15.162036180496216,4
PivotSampling,908,4540,42.918146362223496,163.00842289031615,28.6538015200866,26214.07374074422,1.3794067660784717,0.0014671512048505628,15.31977653503418,5
PivotSampling,908,4540,41.94624607153611,224.18486010445756,28.195079015413366,23654.54549153951,1.3183157950097204,0.001027202404244589,15.07788372039795,6
PivotSampling,908,4540,43.58868642735702,174.06325983610412,28.65008579440717,25631.188089443043,1.3107812441421987,0.0011731302914952408,14.95033884048462,7
PivotSampling,908,4540,43.26614121726368,161.1068929529444,28.331326161920305,26177.723742294824,1.3443136584160833,0.0014242780887413387,14.854092836380005,8
PivotSampling,908,4540,42.33325813626213,198.71819161484086,27.910819204718397,24587.179960306705,1.3038293429361894,0.0010876309645245206,14.76405119895935,9
